Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
Sister Nancy,,,The Chapel,"777 Valencia St, San Francisco, CA",https://www.closeseats.com/san-francisco/reggae/sister-nancy-tickets/5455018 | https://dothebay.com/events/2023/2/18/sister-nancy-tickets | https://www.stubhub.com/sister-nancy-san-francisco-tickets-2-18-2023/event/151227205/ | https://www.unation.com/event/sister-nancy-13438574 | https://www.rateyourseats.com/mobile/tickets/events/sister-nancy-february-18-2023-4222825,weekend
Eric Benét  at Yoshi's,,"8:00 PM GMT-5,8:15 PM GMT-5",Yoshi's,"510 Embarcadero West, Oakland, CA",https://festivaly.eu/en/eric-benet-yoshis-oakland-2023-5 | https://ticketliquidator.auhm.net/c/266168/181694/2085?prodsku=5451174&u=https%3A%2F%2Fwww.ticketliquidator.com%2Ftickets%2F5451174%2FEric-Benet-tickets-Tue-Feb-14-2023-Yoshi%27s---Oakland&intsrc=CATF_1315 | https://www.shareasale.com/m-pr.cfm?merchantID=76847&userID=479796&productID=1281905863 | https://www.ticketcity.com/san-francisco-tickets/yoshis-jazz-club-oakland-tickets/eric-benet-feb-14-2023-4214913.html?aid=2658 | https://www.visitoakland.com/event/eric-ben%C3%A9t-at-yoshis/29559/,weekend
CUFFIN OAKLAND: All Thangs R&B Party Grand Reopening!,,,Amber Lounge,"1517 Franklin St, Oakland, CA",https://www.eventbrite.com/e/cuffin-oakland-all-thangs-rb-party-grand-reopening-tickets-516955587077 | https://allevents.in/mobile/amp-event.php?event_id=10000533206263287,weekend
I LOVE FIESTA! Party at Woodbury San Francisco,,"9:30 PM GMT-5,2:00 AM GMT-5",Woodbury,"685 3rd St, San Francisco, CA",https://www.eventbrite.com/e/dj-guardado-remix-events-present-i-love-fiesta-party-at-woodbury-san-f-tickets-534872286407 | https://allevents.in/san%20francisco/i-love-fiesta-party-at-woodbury-san-francisco/10000531180454037 | https://dothebay.com/events/2023/2/18/i-love-fiesta-party-at-woodbury-san-francisco-tickets,weekend
Alcohol By Volume: SF Beer Week Record Fair,,,Harmonic Brewing,"1050 26th St, San Francisco, CA",https://dothebay.com/events/2023/2/19/alcohol-by-volume-sf-beer-week-record-fair-tickets,weekend
Audien,,,Yolo Nightclub,"333 11th St, San Francisco, CA",https://www.songkick.com/concerts/40849490-audien-at-yolo-nightclub?utm_medium=organic&utm_source=microformat | https://app.discotech.me/events/37331426-audien-at-yolo-nightclub,weekend
Noise Pop Festival Takeover at Zeitgeist,,,Zeitgeist,"199 Valencia St, San Francisco, CA",https://dothebay.com/events/2023/2/18/noise-pop-festival-takeover-at-zeitgeist-free | https://www.sfstation.com/zeitgeist-b1268,weekend
Day Party w/ Cubicolor,,,Audio Nightclub,"316 11th St, San Francisco, CA",https://audiosf.com/?utm_source=jambase | https://www.viagogo.com/E-151310696 | https://www.eventbrite.com/e/cubicolor-dj-set-tickets-485798074117 | https://allevents.in/san%20francisco/cubicolor-dj-set/10000485798074117 | https://dothebay.com/events/2023/2/19/day-party-w-cubicolor-at-audio-sf-tickets,weekend
Open Rehearsal for Prospective Players:  SF Mandolin Orchestra,,"12:30  GMT-5,3:30 PM GMT-5",Taraval Police Station,"2345 24th Ave, San Francisco, CA",https://www.meetup.com/bay-area-classical-mandolin-lovers/,weekend
Lunay En Vivo Sunday 2.19.23,,,The Grand,"520 4th St, San Francisco, CA",https://www.eventbrite.com/e/lunay-en-vivo-at-the-grand-nightclub-21923-tickets-488930061977 | https://allevents.in/san%20francisco/lunay-en-vivo-at-the-grand-san-francisco/10000487994162677 | https://www.tablelist.com/v/the-grand-san-francisco-60d086c11cf0da69 | https://app.discotech.me/events/37317946-lunay-en-vivo-at-the-grand-nightclub-at-the-grand,week
Beer Week: Globe Spinners Record Swap ft. Al Pastor Papi & Media Noche — Harmonic,,,Harmonic Brewing,"1050 26th St, San Francisco, CA",http://harmonicbrewing.com/mothership-events/2021/4/11/super-smash-burgers-ejbys-h895y-ma48l-p2reb-ktg9f-axcmh-nsr3l-mpyk9,week
Lupita Infante,,2:30 PM GMT-5,Bing Concert Hall,"327 Lasuen St, Stanford, CA",https://live.stanford.edu/calendar/february-2023/lupita-infante | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-03-19#!/details/Lupita-Infante/10405054/2023-02-19T14 | http://www.mv-voice.com/calendar/#!/details/Lupita-Infante/10405054/2023-02-19T14 | https://www.paloaltoonline.com/calendar/?category=18#!/details/Lupita-Infante/10405054/2023-02-19T14 | https://dothebay.com/events/2023/2/19/lupita-infante-tickets,week
HellaSecret 2023 Speakeasy Comedy Night,,"9:00  GMT-5,10:30 PM GMT-5",Mayes Oyster House,"1233 Polk St, San Francisco, CA",https://www.eventbrite.com/e/hellasecret-comedy-new-year-cocktail-night-2023-sf-tickets-156991169815 | https://allevents.in/san%20francisco/hellasecret-north-beach-comedy-and-cocktail-night-2023/10000488078284287 | https://www.sfstation.com/fame-venue-b38990190,week
SF's Winterfest Beer & Comedy Festival 2023 at Speakeasy Brewery,,,Speakeasy Ales & Lagers,"1195 Evans Ave, San Francisco, CA",https://www.todaytix.com/sf-bay-area/shows/27629-sfs-winterfest-beer-and-comedy-festival-2023-at-speakeasy-brewery,week
NOCTURNAL EXTREME w DJ Alex Acosta,,"3:30  GMT-5,6:00 AM GMT-5",Halcyon SF,"314 11th St, San Francisco, CA",https://www.seetickets.us/event/NOCTURNAL-EXTREME-w-DJ-Alex-Acosta/509762 | https://edmtrain.com/tours/alex-acosta-14989,week
Mean Girls,,,Golden Gate Theatre,"1 Taylor St, San Francisco, CA",https://www.san-francisco-theater.com/index_2018_tony_nominee.php,week
IMAGINA- Presidents weekend main event,,,City Nights,"715 Harrison St, San Francisco, CA",https://www.seetickets.us/event/IMAGINA-Presidents-weekend-main-event/524650,week
Best of San Francisco Stand-Up Comedy,,"12:00  GMT-5,1:30 PM GMT-5",Lesher Center for the Arts,"1601 Civic Dr, Walnut Creek, CA",https://www.walnut-creek.org/Home/Components/Calendar/Event/15382/ | https://www.lesherartscenter.org/Home/Components/Calendar/Event/15382/3094 | https://www.kkiq.com/event/walnut-creek-best-of-san-francisco-stand-up-comedy/ | https://bestthingsca.com/event/best-of-san-francisco-standup-comedy-2023-02-18-walnut-creek-ca.html | https://allevents.in/mobile/amp-event.php?event_id=300036288391,week
San Francisco Music Hall of Fame Gallery,,,"1353 Bush St, San Francisco, CA",,https://allevents.in/san%20francisco/san-francisco-music-hall-of-fame-gallery/10000511126241347 | https://www.eventbrite.com/e/san-francisco-music-hall-of-fame-gallery-tickets-511126241347,week
Lunay En Vivo Sunday 2.19.23,,,The Grand,"520 4th St, San Francisco, CA",https://www.eventbrite.com/e/lunay-en-vivo-at-the-grand-nightclub-21923-tickets-488930061977 | https://allevents.in/san%20francisco/lunay-en-vivo-at-the-grand-san-francisco/10000487994162677 | https://www.tablelist.com/v/the-grand-san-francisco-60d086c11cf0da69 | https://app.discotech.me/events/37317946-lunay-en-vivo-at-the-grand-nightclub-at-the-grand,weekend
Beer Week: Globe Spinners Record Swap ft. Al Pastor Papi & Media Noche — Harmonic,,,Harmonic Brewing,"1050 26th St, San Francisco, CA",http://harmonicbrewing.com/mothership-events/2021/4/11/super-smash-burgers-ejbys-h895y-ma48l-p2reb-ktg9f-axcmh-nsr3l-mpyk9,weekend
Lupita Infante,,2:30 PM GMT-5,Bing Concert Hall,"327 Lasuen St, Stanford, CA",https://live.stanford.edu/calendar/february-2023/lupita-infante | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-03-19#!/details/Lupita-Infante/10405054/2023-02-19T14 | http://www.mv-voice.com/calendar/#!/details/Lupita-Infante/10405054/2023-02-19T14 | https://www.paloaltoonline.com/calendar/?category=18#!/details/Lupita-Infante/10405054/2023-02-19T14 | https://dothebay.com/events/2023/2/19/lupita-infante-tickets,weekend
HellaSecret 2023 Speakeasy Comedy Night,,"9:00  GMT-5,10:30 PM GMT-5",Mayes Oyster House,"1233 Polk St, San Francisco, CA",https://www.eventbrite.com/e/hellasecret-comedy-new-year-cocktail-night-2023-sf-tickets-156991169815 | https://allevents.in/san%20francisco/hellasecret-north-beach-comedy-and-cocktail-night-2023/10000488078284287 | https://www.sfstation.com/fame-venue-b38990190,weekend
SF's Winterfest Beer & Comedy Festival 2023 at Speakeasy Brewery,,,Speakeasy Ales & Lagers,"1195 Evans Ave, San Francisco, CA",https://www.todaytix.com/sf-bay-area/shows/27629-sfs-winterfest-beer-and-comedy-festival-2023-at-speakeasy-brewery,weekend
NOCTURNAL EXTREME w DJ Alex Acosta,,"3:30  GMT-5,6:00 AM GMT-5",Halcyon SF,"314 11th St, San Francisco, CA",https://www.seetickets.us/event/NOCTURNAL-EXTREME-w-DJ-Alex-Acosta/509762 | https://edmtrain.com/tours/alex-acosta-14989,weekend
Mean Girls,,,Golden Gate Theatre,"1 Taylor St, San Francisco, CA",https://www.san-francisco-theater.com/index_2018_tony_nominee.php,weekend
IMAGINA- Presidents weekend main event,,,City Nights,"715 Harrison St, San Francisco, CA",https://www.seetickets.us/event/IMAGINA-Presidents-weekend-main-event/524650,weekend
Best of San Francisco Stand-Up Comedy,,"12:00  GMT-5,1:30 PM GMT-5",Lesher Center for the Arts,"1601 Civic Dr, Walnut Creek, CA",https://www.walnut-creek.org/Home/Components/Calendar/Event/15382/ | https://www.lesherartscenter.org/Home/Components/Calendar/Event/15382/3094 | https://www.kkiq.com/event/walnut-creek-best-of-san-francisco-stand-up-comedy/ | https://bestthingsca.com/event/best-of-san-francisco-standup-comedy-2023-02-18-walnut-creek-ca.html | https://allevents.in/mobile/amp-event.php?event_id=300036288391,weekend
San Francisco Music Hall of Fame Gallery,,,"1353 Bush St, San Francisco, CA",,https://allevents.in/san%20francisco/san-francisco-music-hall-of-fame-gallery/10000511126241347 | https://www.eventbrite.com/e/san-francisco-music-hall-of-fame-gallery-tickets-511126241347,weekend
Student Film Workshop,,"9:30 PM GMT-5,2:00 AM GMT-5",715 Harrison,"715 Harrison St, San Francisco, CA",https://www.eventbrite.com/e/student-night-tickets-532570361287 | https://allevents.in/san%20francisco/student-night/10000532570361287,week
HEAT Presidents Day Weekend,,,The Great Northern,"119 Utah St, San Francisco, CA",https://www.eventbrite.com/e/heat-presidents-day-weekend-tickets-465190024887 | https://allevents.in/san%20francisco/heat-presidents-day-weekend/200023727387917 | https://dothebay.com/events/2023/2/18/heat-presidents-day-weekend-tickets | https://www.gaypinkspots.com/event/heat--presidents-day-saturday.html | https://app.discotech.me/events/37297137-heat-presidents-day-weekend-at-great-northern,week
BINOMIO DE ORO EN SAN FRANCISCO,,,MAYA NIGHTCLUB,"1776 Broadway, Redwood City, CA",https://www3.ticketon.com/event/BINOMIO-DE-ORO-EN-SAN-FRANCISCO/525861 | https://allevents.in/redwood%20city/02-18-2023-binomio-de-oro-de-america-en-san-francisco/200023933966125 | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-04-09#!/details/BINOMIO-DE-ORO-EN-SAN-FRANCISCO/11370544/2023-02-18T21 | https://www.songkick.com/concerts/40826556-binomio-de-oro-de-america-at-maya-nightclub | https://www.tickeri.com/events/63b4983040bd130004feeb4c/binomio-de-oro-en-san-francisco,week
Diva Royale - Drag Queen Show San Francisco,,"1:30  GMT-5,2:30 PM GMT-5",Stratos Nightclub,"358 Ocean Ave, San Francisco, CA",https://tixel.com/music-tickets/2023/02/19/diva-royale-drag-queen-show-san-2 | https://allevents.in/san%20francisco/diva-royale-drag-queen-show-san-francisco/10000158946291637,week
SubDocta,,"9:00 PM GMT-5,2:30 AM GMT-5",DNA Lounge,"375 11th St, San Francisco, CA",https://www.dnalounge.com/calendar/2023/02-18d.html | https://www.kron4.com/community/calendar/#!/details/Subdocta-Presents-Bass-Science-Tour-w-Black-Carl-/11238457/2023-02-18T19 | https://dothebay.com/events/2023/2/18/subdocta-tickets | http://events.noisepop.com/events/2023/2/18/subdocta-tickets | https://app.discotech.me/events/37311772-subdocta-at-dna-lounge,week
Orquesta San Vicente,,,Roccapulco,"3140 Mission St, San Francisco, CA",https://www.songkick.com/concerts/40827733-orquesta-san-vicente-at-roccapulco?utm_medium=organic&utm_source=microformat,week
Jazz at Donato Enoteca,,,Donato Enoteca,"1041 Middlefield Rd, Redwood City, CA",https://jazzonthego.com/event/4623907/594506263/jazz-at-donato-enoteca,week
Dim Sum Beer Brunch with Fort Point,,"1:30  GMT-5,4:30 PM GMT-5",Hong Kong Lounge,"5322 Geary Blvd, San Francisco, CA",https://www.eventbrite.com/e/dim-sum-beer-brunch-with-fort-point-tickets-493023525637 | https://allevents.in/san%20francisco/dim-sum-beer-brunch-with-fort-point/10000493023525637 | https://dothebay.com/events/2023/2/18/dim-sum-beer-brunch-with-fort-point-tickets | https://www.sfstation.com/hong-kong-lounge-b139513,week
Nils Hoffman,,"9:30 PM GMT-5,2:30 AM GMT-5",Audio Nightclub,"316 11th St, San Francisco, CA",https://www.eventbrite.com/e/nils-hoffmann-tickets-452378334777 | https://dothebay.com/events/2023/2/18/nils-hoffman-at-audio-sf-tickets | https://www.stubhub.com/nils-hoffmann-san-francisco-tickets-2-18-2023/event/151276731/ | https://www.unation.com/event/nils-hoffmann-13580125 | https://app.discotech.me/events/37288242-nils-hoffmann-at-audio,week
PRINCESS w/ WILLOW PILL,,,OASIS,"298 11th St, San Francisco, CA",https://www.eventbrite.com/e/princess-w-willow-pill-tickets-497984393727 | https://allevents.in/san%20francisco/princess-w-willow-pill/10000497984393727,week
Student Film Workshop,,"9:30 PM GMT-5,2:00 AM GMT-5",715 Harrison,"715 Harrison St, San Francisco, CA",https://www.eventbrite.com/e/student-night-tickets-532570361287 | https://allevents.in/san%20francisco/student-night/10000532570361287,weekend
HEAT Presidents Day Weekend,,,The Great Northern,"119 Utah St, San Francisco, CA",https://www.eventbrite.com/e/heat-presidents-day-weekend-tickets-465190024887 | https://allevents.in/san%20francisco/heat-presidents-day-weekend/200023727387917 | https://dothebay.com/events/2023/2/18/heat-presidents-day-weekend-tickets | https://www.gaypinkspots.com/event/heat--presidents-day-saturday.html | https://app.discotech.me/events/37297137-heat-presidents-day-weekend-at-great-northern,weekend
BINOMIO DE ORO EN SAN FRANCISCO,,,MAYA NIGHTCLUB,"1776 Broadway, Redwood City, CA",https://www3.ticketon.com/event/BINOMIO-DE-ORO-EN-SAN-FRANCISCO/525861 | https://allevents.in/redwood%20city/02-18-2023-binomio-de-oro-de-america-en-san-francisco/200023933966125 | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-04-09#!/details/BINOMIO-DE-ORO-EN-SAN-FRANCISCO/11370544/2023-02-18T21 | https://www.songkick.com/concerts/40826556-binomio-de-oro-de-america-at-maya-nightclub | https://www.tickeri.com/events/63b4983040bd130004feeb4c/binomio-de-oro-en-san-francisco,weekend
Diva Royale - Drag Queen Show San Francisco,,"1:30  GMT-5,2:30 PM GMT-5",Stratos Nightclub,"358 Ocean Ave, San Francisco, CA",https://tixel.com/music-tickets/2023/02/19/diva-royale-drag-queen-show-san-2 | https://allevents.in/san%20francisco/diva-royale-drag-queen-show-san-francisco/10000158946291637,weekend
SubDocta,,"9:00 PM GMT-5,2:30 AM GMT-5",DNA Lounge,"375 11th St, San Francisco, CA",https://www.dnalounge.com/calendar/2023/02-18d.html | https://www.kron4.com/community/calendar/#!/details/Subdocta-Presents-Bass-Science-Tour-w-Black-Carl-/11238457/2023-02-18T19 | https://dothebay.com/events/2023/2/18/subdocta-tickets | http://events.noisepop.com/events/2023/2/18/subdocta-tickets | https://app.discotech.me/events/37311772-subdocta-at-dna-lounge,weekend
Orquesta San Vicente,,,Roccapulco,"3140 Mission St, San Francisco, CA",https://www.songkick.com/concerts/40827733-orquesta-san-vicente-at-roccapulco?utm_medium=organic&utm_source=microformat,weekend
Jazz at Donato Enoteca,,,Donato Enoteca,"1041 Middlefield Rd, Redwood City, CA",https://jazzonthego.com/event/4623907/594506263/jazz-at-donato-enoteca,weekend
Dim Sum Beer Brunch with Fort Point,,"1:30  GMT-5,4:30 PM GMT-5",Hong Kong Lounge,"5322 Geary Blvd, San Francisco, CA",https://www.eventbrite.com/e/dim-sum-beer-brunch-with-fort-point-tickets-493023525637 | https://allevents.in/san%20francisco/dim-sum-beer-brunch-with-fort-point/10000493023525637 | https://dothebay.com/events/2023/2/18/dim-sum-beer-brunch-with-fort-point-tickets | https://www.sfstation.com/hong-kong-lounge-b139513,weekend
Nils Hoffman,,"9:30 PM GMT-5,2:30 AM GMT-5",Audio Nightclub,"316 11th St, San Francisco, CA",https://www.eventbrite.com/e/nils-hoffmann-tickets-452378334777 | https://dothebay.com/events/2023/2/18/nils-hoffman-at-audio-sf-tickets | https://www.stubhub.com/nils-hoffmann-san-francisco-tickets-2-18-2023/event/151276731/ | https://www.unation.com/event/nils-hoffmann-13580125 | https://app.discotech.me/events/37288242-nils-hoffmann-at-audio,weekend
PRINCESS w/ WILLOW PILL,,,OASIS,"298 11th St, San Francisco, CA",https://www.eventbrite.com/e/princess-w-willow-pill-tickets-497984393727 | https://allevents.in/san%20francisco/princess-w-willow-pill/10000497984393727,weekend
SF's HellaDesi Comedy Night,,"10:30 PM GMT-5,2:00 AM GMT-5",Neck of the Woods,"406 Clement St, San Francisco, CA",https://www.eventbrite.com/e/sfs-helladesi-comedy-night-tickets-55392014005 | https://allevents.in/san%20francisco/sfs-helladesi-comedy-night/10000491098487797,week
Sorry For Party Rocking,,"10:00 PM GMT-5,2:30 AM GMT-5",DNA Lounge,"375 11th St, San Francisco, CA",https://www.dnalounge.com/calendar/2023/02-18.html | https://dothebay.com/events/2023/2/18/sorry-for-party-rocking-tickets | https://m.facebook.com/events/551224450402767/ | http://events.noisepop.com/events/2023/2/18/sorry-for-party-rocking-tickets | https://app.discotech.me/events/37341030-sorry-for-party-rocking-at-dna-lounge,week
Rebolledo,,,The Great Northern,"119 Utah St, San Francisco, CA",https://www.songkick.com/concerts/40890676-rebolledo-at-great-northern?utm_medium=organic&utm_source=microformat,week
San Francisco Music Hall of Fame Gallery,,,"1353 Bush St, San Francisco, CA",,https://allevents.in/san%20francisco/san-francisco-music-hall-of-fame-gallery/10000511126251377 | https://www.eventbrite.com/e/san-francisco-music-hall-of-fame-gallery-tickets-511126251377,week
Dear Evan Hansen,,"7:30 PM GMT-5,4:00 PM GMT-5",Orpheum Theatre,"1192 Market St, San Francisco, CA","https://m.facebook.com/events/orpheum-theatre/dear-evan-hansen/2161654477341666/ | https://www.san-francisco-theater.com/index_prestige.php | https://www.mybeehive.com/event/DEAR-EVAN-HANSEN,-Orpheum-Theatre,-San-Francisco,-CA-%E2%80%94-ANTHONY-NORMAN/5707713 | https://www.irl.com/dear-evan-hansen-touring/sEq9kPjBX8",week
